text,label
f介绍褐黄病性关节炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎么医治0哦皮肤癣菌病,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物b糟糕哦牙列稀疏,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
c什么事治愈外阴烧伤、烫伤和化学损伤、,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
耳痈ua何以治愈,B-DISEASE I-DISEASE O O O O O O
咋地处理n接触性出血,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
粉碎性骨折怎么样处理,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
皮肤白斑咋样3做,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
何以免于尿糖,O O O O B-SYMPTOM I-SYMPTOM
气胸j如何防止,B-SYMPTOM I-SYMPTOM O O O O O
咋样n办获得性免疫缺陷综合征相关淋巴瘤嘿,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
痴呆面容那办,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
i大肠腺瘤宜于哪,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
何物办牙齿较小呈半透明状m,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
足背及胫后动脉搏动减弱怎么抵制,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
咋地检查高血压,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
肝硬化男性性功能减弱综合征什么事做,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
大肠梗阻详情8,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
定义脊髓血管病,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
感受指纹皱瘪何故,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
定义什么xm胃型哮喘,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
详情羊水过少,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
何事抵御肌肉硬结,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
心肾不交h咋样康复,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
哪些止痊抑郁症,O O O O B-DISEASE I-DISEASE I-DISEASE
小儿原发性甲状旁腺功能亢进症增加什么事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
何以治癒指疔,O O O O B-DISEASE I-DISEASE
查验。哪些脓液为巧克力色或查到阿米巴原虫,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
k介绍什么物舌下腺囊肿,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何查询发作性咳嗽,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
g泌尿道阻塞咋样办,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
。~体验血骨髓或痰涂片找到疟原虫为啥,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
咋地做先天性主动脉弓畸形,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
化脓性腮腺炎咋地避免,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
复杂性醉酒咋地抵御6,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
做哪些s免于膀胱功能障碍,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
咋样做免疫损害,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
e哪些治愈小儿肾上腺皮质功能不全,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
忠告哪挤压综合征,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
截瘫何帮助ct,B-DISEASE I-DISEASE O O O O O
什么物指南工业中毒所致的精神障碍~,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
何癫痫持续状态ug告知,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
什么物化验烧伤创面暗灰或黑色的坏死斑,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
先天性桡骨缺如指的是哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
什么止痊肠系膜上静脉血栓形成,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物；改善反胃,O O O O O B-SYMPTOM I-SYMPTOM
l哪h办胫前和足部坚硬的非凹陷性水肿斑块,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
!提示何以，做婴幼儿舌下囊肿,O O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
告知小儿哮喘性肌萎缩综合征何事,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
唔，指南何慢性疲劳综合症,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
手足皲裂哦3介绍,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
什么事改善慢性牙髓炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哪些p在t老年人低血压,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
牙齿萌出异常怎样监测f,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
m咋样办神经性尿频,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
感应情感暴发何以故,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
小儿Alstrom综合征唔e哪些指南,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
甚治好3喉气管瘢痕性狭窄,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
食哪下丘脑综合征,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎么治疗人乳头瘤病毒感染,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
尿道变粗变硬何解决7嗯,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
脾紫癜咋样减轻,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
咋样治癒睾丸扭转w,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
怎么样办肛门直肠周围脓肿,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
得何物病症腰痛伴肾区叩击痛,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
体检什么事腘动脉搏动减弱或消失,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
幻想失去时间和空间感觉监测什么事,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
怎样做老年人肾病综合征,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
!甚办v停经,O O O O B-SYMPTOM I-SYMPTOM
哪些降低uf囊肿,O O O O O O B-SYMPTOM I-SYMPTOM
腰背痛那fr治好,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
哪些检测肾间质受损,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
l支气管哮喘甚提醒,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
uk耳道流脓怎么查,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
远端肾小管性酸中毒呀m怎么止痊,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
为什么g7显现鼻孔干疼,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
注意甚跟骨骨髓炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
指甲很短c什么物治疗,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
o提醒咋样做阴痹,O O O O O O B-DISEASE I-DISEASE
介绍气疝哪,O O B-DISEASE I-DISEASE O
持续性咳嗽患有a什么事病毒性疾病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O O O O O
h防范颅骨增生什么物,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
提示怎样办g麻风性周围神经病,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
指甲、耳软骨出现褐色色素沉着感染何事传染病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O
那宜于食物在胃的通过障碍,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
食谱那包皮上有小红点,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
g输尿管结核恶劣哪,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
详情史-约综合征,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物治好表皮角化,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
甚提醒小儿急性横贯性脊髓炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
家族性混合型高脂血症是何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
自发性骨折患染有何流行病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O
骨盆直肠脓肿d忠告l有何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
介绍外痔0,O O B-DISEASE I-DISEASE O
何锁喉毒解释7,O B-DISEASE I-DISEASE I-DISEASE O O O
小儿食物变态反应f菜谱哪些,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
先天性结肠狭窄和闭锁忠告怎样办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
8产后脱发益处哪d,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
wi怎么治愈呼吸气为尿臭味,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
哪些检测g食管间隙形成肿块!,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
何事q啊办脸部疼痛,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
什么事止痊心肌桥,O O O O O B-DISEASE I-DISEASE I-DISEASE
7饮哪胃灼热5,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O
何物e治愈小儿急性小脑性共济失调,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
功能性头痛好何事,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
有何缓解四肢发冷,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
食管痉挛j好何l,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
太阳穴胀痛弊1甚,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
3免于体温过低哪,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
哪些n啊痊愈头晕耳鸣,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
办何避免膝盖扭伤n,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
口角生疮不益有何,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
那提醒v须疮9,O O O O B-DISEASE I-DISEASE O
颈部纤维瘤m哪忠告,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
哪些好处头痛,O O O O B-DISEASE I-DISEASE
那骶髂关节扭伤或半脱位；告知,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
什么提示肠道传染病,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
建议怎么处理多杀巴斯德杆菌病,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
多源性房性心动过速忠告咋样解决,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
觉得骨斑点f为啥；,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
先天性直肠与周围脏器瘘哪些操作,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
z什么防止呀咀嚼肌肥大,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
甚办非细菌性血栓性心内膜炎,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哪些e治疗围产期心肌病变,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
先天性少白头不良哪些q,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
雄激素依赖咋地办ry,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
硬纤维瘤建议何以办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
怎么样减轻前臂细小,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
间歇性斜视什么物康复,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
肋间神经痛增进何事,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
先天性支气管肺囊肿什么事处理,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
摄入噢何事7小儿洋地黄中毒,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么事防范关节囊损伤,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
抵制毛孔角化过度做哪,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
何非细菌性前列腺炎啊理解,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
指南何q软产道异常性难产a,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
怎么检咳嗽伴体重减轻,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
b什么指南u腹部肿块,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
小儿小颌畸形综合征介绍什么哈,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
q胎漏什么物5忠告,O B-DISEASE I-DISEASE O O O O O O
咋地康复哦u女性尖锐湿疣,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么物建议嘿小儿屏气发作,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
眼前冒火花或眼前闪光服有何,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
颈动脉窦综合征信息u什么事。,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
怎么体检噢6腹壁不自主轴动,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
有何测新生儿吮乳无力及减少,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
什么mt康复巨大颅骨缺损,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
利尿怎么治癒,B-SYMPTOM I-SYMPTOM O O O O
有何医治慢性牙周炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
阴盛阳衰症告知哪些,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
咋地减轻哦小儿便秘,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
介绍小儿心房颤动有何x啊,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
双眉间长痘噢增进那,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
u斜眼抑制何物办,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
咋样办肩关节脱位,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
睾丸疼痛7呀那缓解,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
单发性骨软骨瘤嘿建议怎么样做,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
咋样治疗肌肉假肥大6y,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
毒蛇咬伤怎么z减轻,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
z哪治癒r气压创伤性中耳炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
呈马蜂螫型游走性水肿、有何查验,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
；有何v继发性痛经信息,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
推荐a如何办晶状体异位,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
怎样监测6强迫俯卧位j,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
推荐怎么6办角膜鳞状细胞癌r,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
定义坏死性脉管炎,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
晕厥感染什么物z病患,B-SYMPTOM I-SYMPTOM O O O O O O O O
有何办骨骼停止发育,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何物查询出脚汗,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
甚好处室颤~f,O O O B-SYMPTOM I-SYMPTOM O O
何物做慢性结肠炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
肚脐痒怎么防范,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
咋样h处理小肠内的低pHl,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
什么h哈宜于头颈部剧痛,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
舌咽神经损伤发病何物传染病唔d,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O O O
何以显现气血虚弱,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何好处早产n,O O O B-DISEASE I-DISEASE O
什么物嘿b脑干胶质瘤解释,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
先天性风疹怎样痊愈,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
甲状腺功能减低所致贫血归属于哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
何物不好骶髂关节炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
忌口什么事胰腺脑病综合征,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋样查验8右心功能不全,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
!做哪免得f油腻性鳞屑,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
推荐怎样办颞下颌关节病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
网状青斑甚唔查询,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
介绍老年人神经梅毒那,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
服m!什么事先天性拇内翻,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
疱疹样湿疹表示什么事y0,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
补品哦4什么皮肤皴裂,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
9什么事~监测肘外侧肿痛及功能障碍,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
腹膜后肿瘤增进那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
，何适合纹状体黑质变性,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
阵发性夜间呼吸困难什么事办,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
肾结晶检有何,B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
有何噢办疱疹性咽炎,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋样痊愈寰椎骨折,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
o何事。宫颈癌告知,O O O O B-DISEASE I-DISEASE I-DISEASE O O
e新生儿流行性腹泻宜于什么事,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
新生血管性青光眼建议3w那,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
食什么物类人猿型骨盆,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
腕关节桡侧部位的疼痛咋地v抵御,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
发病甚病病腓肠肌痉挛性疼痛,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
